Frecuencia,Palabra,Significado
3273,片方,n. one side; the other one
3274,最悪,na-adj. worst
3275,ぎりぎり,adv. barely
3276,二十九日,n. twenty-ninth (date); twenty-nine days
3277,市販（する）,[1] n. on the market [2] v. market
3278,この世,n. this world
3279,片手,n. one hand
3280,サイン（する）,"[1] n. signature, autograph [2] v. sign"
3281,キリスト教,n. Christianity
3282,年寄り,n. old people
3283,気軽,"na-adj. light-hearted, feel free"
3284,鳴く,"v. cry, sing"
3285,呼吸（する）,[1] n. breath [2] v. breathe
3286,コーナー,n. corner
3287,徒歩,"n. on foot, walk"
3288,延長（する）,[1] n. extension [2] v. extend
3289,眠い,i-adj. sleepy
3290,厚い,i-adj. thick; kind; abundant
3291,二千二年,n. 2002 (year)
3292,中小企業,n. small and medium-sized enterprises
3293,浅草,n. Asakusa (place name)
3294,完璧,na-adj. perfect
3295,傷付ける,v. hurt; damage
3296,とく,"n., adj. [shortened form of “teoku”]"
3297,あご,"n. jaw, chin"
3298,紅葉（する）,[1] n. autumn leaves [2] v. put on fall colors
3299,では,p. in; on; as for
3300,信仰（する）,[1] n. religious faith [2] v. believe
3301,ねた,n. material; ingredient
3302,雇う,"v. employ, hire"
3303,雄,n. male animal
3304,欧米,n. Europe and America
3305,運用（する）,[1] n. making use of [2] v. manage
3306,酢,n. vinegar
3307,半ば,"[1] n. half, middle [2] adv. partly"
3308,印象的,na-adj. impressive
3309,権力,"n. power, authority"
3310,拒否（する）,"[1] n. refusal [2] v. refuse, reject"
3311,空く【すく】,"v. become empty, be free; get hungry"
3312,ビジネス,n. business
3313,幅広い,"i-adj. wide, broad"
3314,アイデア,n. idea
3315,十二時,n. twelve o’clock
3316,ベトナム,n. Vietnam
3317,落札（する）,[1] n. successful bid [2] v. make a successful bid
3318,出場（する）,[1] n. participation [2] v. participate
3319,だます,"v. cheat, trick, deceive"
3320,片付ける,"v. put in order, tidy; clear away; finish"
3321,組み合わせる,"v. combine, put together, match"
3322,むろん,adv. of course
3323,雇用（する）,[1] n. employment [2] v. employ
3324,乗り越える,v. climb over; overcome
3325,休日,"n. holiday, day off"
3326,寝袋,n. sleeping bag
3327,疑い,"n. doubt, suspicion"
3328,引き出す,"v. pull out, bring out; withdraw"
3329,折,"n. occasion, opportunity"
3330,印刷（する）,[1] n. printing [2] v. print
3331,こなす,v. cope with; finish
3332,パチンコ,"n. pachinko, Japanese pinball"
3333,導く,"v. guide, lead"
3334,中止（する）,"[1] n. cancellation [2] v. cancel, call off"
3335,連続（する）,"[1] n. continuation, succession [2] v. continue"
3336,折る,v. break; fold; bend
3337,関西,n. Kansai region
3338,単語,n. word
3339,曖昧,"na-adj. vague, ambiguous"
3340,死体,n. dead body
3341,アフリカ,n. Africa
3342,なくてはならない,cp. must
3343,幸福,n. happiness
3344,説得（する）,[1] n. persuasion [2] v. persuade
3345,籠もる,v. shut oneself up; be full of
3346,レッスン,n. lesson
3347,放置（する）,[1] n. leaving something as it is [2] v. neglect
3348,危機,"n. crisis, critical moment"
3349,アーティスト,n. artist
3350,子達,n. children
3351,編集（する）,[1] n. editing [2] v. edit
3352,くっ付く,"v. stick, keep close; go out"
3353,取り付ける,"v. install, arrange"
3354,原稿,"n. manuscript, draft"
3355,象徴（する）,[1] n. symbol [2] v. symbolize
3356,説く,v. explain; preach; persuade
3357,服装,"n. clothes, dress"
3358,見学（する）,"[1] n. studying by observation, field trip [2] v. visit for study, go on a field trip"
3359,六人,n. six people
3360,中野,n. Nakano (place name)
3361,応募（する）,[1] n. application [2] v. apply for
3362,ラッキー,na-adj. lucky
3363,二回目,n. second time
3364,棒,"n. stick, pole, bar"
3365,こととなる,aux. it has been decided that
3366,固定（する）,[1] n. fixing [2] v. fix
3367,告白（する）,[1] n. confession [2] v. confess
3368,圧倒的,na-adj. overwhelming
3369,策定（する）,[1] n. settling on [2] v. settle on
3370,矛盾（する）,"[1] n. contradiction, conflict [2] v. contradict"
3371,引き取る,"v. take back, collect; leave"
3372,保証（する）,[1] n. guarantee [2] v. guarantee
3373,団地,n. housing development
3374,会長,"n. president, chairperson"
3375,利点,n. advantage
3376,ジャンル,"n. genre, category"
3377,縦,n. length; height; vertical
3378,隙間,"n. crevice, opening, gap"
3379,歴史的,"na-adj. historical, historic"
3380,羨ましい,i-adj. envious; enviable
3381,ガス,n. gas
3382,ウイルス,n. virus
3383,公表（する）,[1] n. publication [2] v. make public
3384,二千一年,n. 2001 (year)
3385,古く,[1] n. ancient times [2] adv. anciently
3386,潜る【もぐる】,v. dive; go underground
3387,一万円,n. ten thousand yen
3388,意義,"n. meaning, significance"
3389,憧れる,v. long for; admire
3390,前向き,na-adj. facing forward; positive
3391,ゆったり,adv. comfortably; calm; loose
3392,漏れる,"v. leak, escape; be omitted"
3393,品物,"n. goods, article"
3394,前述（する）,"n., v. above-mentioned, mentioned above"
3395,あら,interj. Oh! (used by female speakers)
3396,OS(OS),n. operating system
3397,まとも,na-adj. direct; honest; proper
3398,入手（する）,"[1] n. acquisition [2] v. get, obtain"
3399,二十代,n. twenties
3400,孤独,na-adj. lonely
3401,平等,[1] n. equality [2] na-adj. equal
3402,崩す,v. destroy; put into disorder; change
3403,競馬,n. horse racing
3404,格好良い,"i-adj. cool, good-looking"
3405,交わす,v. exchange
3406,伝統的,na-adj. traditional
3407,パーティー,n. party
3408,役目,"n. duty, role"
3409,通知（する）,"[1] n. notice, notification [2] v. notify"
3410,要望（する）,[1] n. demand [2] v. make demands
3411,をめぐる,"cp. over, concerning"
3412,営む,v. run a business; engage in; hold a ceremony
3413,パート,n. part; part-time
3414,手のひら,n. palm of the hand
3415,地上,n. ground
3416,踊り,n. dance
3417,押し付ける,"v. press against, force"
3418,溶ける,"v. melt, thaw; dissolve"
3419,奇妙,"na-adj. strange, odd"
3420,最中,n. in the middle of
3421,定着（する）,[1] n. fixing [2] v. fix; become established
3422,依然,"adv. still, as before"
3423,素早い,i-adj. quick
3424,そこらへん,n. around there; such a matter
3425,有利,"na-adj. profitable, advantageous"
3426,水準,"n. standard, level"
3427,じっくり,"adv. without haste, deliberately"
3428,首相,n. prime minister
3429,レコード,n. record
3430,際に,p. when
3431,滅多,"na-adj. rash, thoughtless; seldom"
3432,機関,n. engine; organization; facilities
3433,手作り,"n. handmade, homemade"
3434,提示（する）,[1] n. presentation [2] v. present
3435,エジプト,n. Egypt
3436,下町,n. Shitamachi (place name); traditional working-class neighborhood
3437,ううん,interj. no; well
3438,優先（する）,[1] n. priority [2] v. have priority
3439,大部分,[1] n. majority [2] adv. mostly
3440,戦前,n. pre-war
3441,制作（する）,[1] n. production [2] v. produce
3442,いい加減,"na-adj. irresponsible, groundless"
3443,後者,n. the latter
3444,五十,num. fifty
3445,入り込む,v. go into; come into
3446,シャワー,n. shower
3447,栗,n. chestnut
3448,札幌,n. Sapporo
3449,主体,n. main constituent; subject
3450,家内,n. one’s family; my wife
3451,看板,"n. signboard, billboard; attraction"
3452,将棋,"n. shogi, Japanese chess"
3453,家事,n. housework
3454,捕まる,"v. be caught, be arrested; hold"
3455,他方,n. the other side
3456,交通事故,n. traffic accident
3457,手順,"n. order, process, plan"
3458,コスト,n. cost
3459,余る,v. be left over; be too many
3460,輪【わ】,"n. circle, ring; loop"
3461,ならびに,"conj. and, both . . . and"
3462,男達,n. men
3463,地名,n. place name
3464,合意（する）,[1] n. mutual agreement [2] v. agree
3465,大手,n. major companies
3466,本番,n. performance
3467,同僚,n. colleague
3468,楽しさ,"n. pleasure, charm"
3469,丈夫【じょうぶ】,na-adj. strong; healthy
3470,技,"n. skill, technique, trick"
3471,たちまち,"adv. in a moment, at once; suddenly"
3472,仕上げる,"v. finish, complete"
3473,回収（する）,[1] n. collection [2] v. collect
3474,再生（する）,[1] n. rebirth [2] v. regenerate
3475,わがまま,"[1] na-adj. selfish, disobedient [2] n. selfishness"
3476,小さじ,n. teaspoon
3477,コントロール（する）,[1] n. control [2] v. control
3478,深夜,n. middle of the night
3479,なおかつ,"adv. besides, and yet"
3480,活発,"na-adj. lively, active; brisk"
3481,芸術,n. art
3482,ブラジル,n. Brazil
3483,施行（する）,[1] n. enforcement [2] v. enforce
3484,チーズ,n. cheese
3485,教え,"n. teaching, lesson, doctrine"
3486,追及（する）,[1] n. pursuit [2] v. pursue the question
3487,今月,n. this month
3488,仙台,n. Sendai
3489,特許,n. patent
3490,株式,"n. stock, shares"
3491,労働（する）,"[1] n. work, labor [2] v. work, labor"
3492,カフェ,n. café
3493,シンプル,na-adj. simple
3494,規則,"n. rule, regulation"
3495,客観的,na-adj. objective
3496,帰宅（する）,[1] n. coming home [2] v. come home
3497,つくづく,"adv. thoroughly, deeply, carefully"
3498,一つ目,n. first
3499,汚染（する）,[1] n. pollution [2] v. pollute
3500,転換（する）,"[1] n. conversion [2] v. convert, change"
3501,たんぱく質,n. protein
3502,Eメール,n. e-mail
3503,予防（する）,[1] n. prevention [2] v. prevent
3504,頬,n. cheek
3505,面積,"n. area, size"
3506,大正,n. Taisho era
3507,固める,"v. make something hard, strengthen"
3508,反する,"v. go against, be contrary"
3509,振るう,"v. flourish, prosper"
3510,宣言（する）,[1] n. declaration [2] v. declare
3511,直後,"n. immediately after, just after"
3512,ねえ,interj. hey
3513,せいぜい,adv. at most
3514,特性,"n. character, property"
3515,解散（する）,"[1] n. dissolution [2] v. dissolve, break up"
3516,貧しい,i-adj. poor
3517,回転（する）,"[1] n. revolution [2] v. revolve, turn round, spin"
3518,マナー,n. manners
3519,いちいち,adv. one by one; everything
3520,政令,n. government ordinance
3521,王様,n. king
3522,折れる,v. break
3523,竹,n. bamboo
3524,暴力,n. violence
3525,えび,"n. prawn, shrimp"
3526,担任,n. class teacher
3527,角度,n. angle
3528,革命,n. revolution
3529,合宿（する）,[1] n. training camp [2] v. stay together in a camp
3530,後輩,n. one’s junior
3531,一連,"n. course of, series of"
3532,自動的,na-adj. automatic
3533,郵便局,n. post office
3534,概要,"n. outline, summary"
3535,ローマ,n. Rome
3536,にわたる,"cp. ranging, covering"
3537,体制,"n. system, structure"
3538,セックス（する）,[1] n. sex [2] v. have sex
3539,上記,"n. the above, above-mentioned"
3540,何時,n. what time
3541,親友,"n. best friend, close friend"
3542,お袋,n. mother
3543,所有（する）,[1] n. ownership [2] v. own
3544,進出（する）,[1] n. advance [2] v. launch into
3545,大げさ,na-adj. exaggerated
3546,測定（する）,[1] n. measurement [2] v. measure
3547,そこそこ,adv. about; in a hurry; all right
3548,論ずる,"v. argue, discuss"
3549,家賃,n. rent
3550,蛇,n. snake
3551,自身,n. oneself
3552,譲る,v. give; sell; offer
3553,修理（する）,[1] n. repair [2] v. repair
3554,遡る,v. go back; be retroactive
3555,加工（する）,[1] n. processing [2] v. process
3556,鶏,n. chicken; baby bird
3557,保護者,n. protector
3558,いえ,interj. no
3559,施す,"v. give, do, apply, add"
3560,人材,n. talent
3561,かすか,"na-adj. a few, a little"
3562,取り込む,v. take in
3563,排除（する）,[1] n. removal [2] v. remove
3564,育成（する）,"[1] n. cultivation [2] v. bring up, cultivate, mold"
3565,移転（する）,[1] n. move [2] v. move
3566,動機,n. motive
3567,兼ねる,v. combine; serve both
3568,ネットワーク,n. network
3569,自立（する）,[1] n. independence [2] v. be independent
3570,ハムスター,n. hamster
3571,でかい,"i-adj. big, huge"
3572,下す,"v. give, issue; make a decision"
3573,やたら,"adv. freely, thoughtlessly"
3574,二十五,num. twenty-five
3575,黄色い,i-adj. yellow
3576,確率,n. probability
3577,ペース,n. pace
3578,大統領,n. President
3579,スムーズ,na-adj. smooth
3580,欠点,"n. fault, defect; drawback, weak point"
3581,適正,"na-adj. appropriate, proper, reasonable"
3582,千葉,n. Chiba
3583,望ましい,i-adj. desirable
3584,鳴らす,v. ring
3585,ブランド,n. brand
3586,学問,"n. study, learning"
3587,共同,n. cooperation; common
3588,取り除く,v. remove
3589,不可欠,na-adj. indispensable
3590,十九,num. nineteen
3591,神奈川県,n. Kanagawa Prefecture
3592,二十二,num. twenty-two
3593,ばれる,"v. come out, be discovered"
3594,乗り込む,"v. board, get into"
3595,欠かせる,v. cause to lack
3596,窓口,"n. window, counter"
3597,収穫（する）,[1] n. harvest [2] v. harvest
3598,バラ,n. rose
3599,血管,n. blood vessel
3600,方言,n. dialect
3601,時間帯,"n. time (period), time zone"
3602,全体的,"na-adj. whole, overall"
3603,割れる,v. split; break
3604,抽選（する）,[1] n. lottery [2] v. draw lots
3605,手法,"n. technique, method"
3606,肉体,n. body
3607,生き生き,"adv. lively, fresh"
3608,狂う,v. go mad
3609,一口,"n. bite, sip, mouthful"
3610,協議（する）,"[1] n. consultation, discussion [2] v. consult, discuss"
3611,重要性,n. importance
3612,発酵（する）,[1] n. fermentation [2] v. ferment
3613,繰り返し,n. repetition
3614,入札（する）,"[1] n. bid, tender [2] v. bid, tender"
3615,覚める,v. wake up
3616,ベスト,n. best; vest
3617,羽根,n. wing; feather
3618,背負う,v. carry something on one’s back
3619,いつか,adv. someday
3620,次回,n. next time
3621,基盤,"n. base, basis"
3622,丸,"n. circle, ring"
3623,感染（する）,"[1] n. infection [2] v. contract, catch, be infected"
3624,尊重（する）,[1] n. respect [2] v. give something serious consideration
3625,オフィス,n. office
3626,否,n. no
3627,素人,"n. amateur, beginner"
3628,十七歳,n. seventeen years old
3629,一環,n. part of
3630,洗濯（する）,[1] n. washing [2] v. wash
3631,争う,v. compete
3632,一時的,na-adj. temporary
3633,観光客,n. tourist
3634,主要,"na-adj. major, main"
3635,魅力的,"na-adj. charming, attractive"
3636,外側,n. outside
3637,勘違い（する）,"v. misunderstand, mistake"
3638,この間,"n. adv. a few days ago; recently, lately"
3639,臭い,i-adj. smelly
3640,手元,"n. at hand, with one"
3641,食,"n. meal, diet"
3642,ため息,n. sigh
3643,急激,na-adj. sudden; drastic
3644,お仕舞い,"n. end, be all up with"
3645,修正（する）,[1] n. revision [2] v. revise
3646,たいして,adv. (not) very much
3647,インタビュー（する）,[1] n. interview [2] v. interview
3648,同級生,n. schoolmate
3649,受け継ぐ,v. inherit
3650,重さ,n. weight
3651,町作り,n. town development
3652,削減（する）,"[1] n. cut, reduction [2] v. cut, slash"
3653,顧客,n. customer
3654,爆発（する）,[1] n. explosion [2] v. explode
3655,スイス,n. Switzerland
3656,うかがう,"v. peep, peer; watch for (the chance)"
3657,軍隊,"n. army, troops"
3658,そいつ,n. that guy
3659,試みる,v. try
3660,決心（する）,[1] n. resolution [2] v. decide
3661,所得,n. income
3662,難い,suffix hard to ...
3663,リーダー,n. leader
3664,調理（する）,[1] n. cooking [2] v. cook
3665,地区,n. area
3666,家具,n. furniture
3667,自治体,n. municipality
